type,battleTime,team_0_tag,team_0_crowns,opponent_0_tag,opponent_0_crowns,team_0_evolution_count,team_0_cards_0_name,team_0_cards_1_name,team_0_cards_2_name,team_0_cards_3_name,team_0_cards_4_name,team_0_cards_5_name,team_0_cards_6_name,team_0_cards_7_name,team_0_supportCards_0_name,opponent_0_evolution_count,opponent_0_cards_0_name,opponent_0_cards_1_name,opponent_0_cards_2_name,opponent_0_cards_3_name,opponent_0_cards_4_name,opponent_0_cards_5_name,opponent_0_cards_6_name,opponent_0_cards_7_name,opponent_0_supportCards_0_name
pathOfLegend,20240225T111327.000Z,#202GUYUP,1,#2RC8CGPRJ,0,2,Evol Ice Spirit,Evol Skeletons,Musketeer,Fireball,Hog Rider,Ice Golem,Cannon,The Log,Tower Princess,2,Evol Skeletons,Evol Knight,Balloon,Bomb Tower,Giant Snowball,Miner,Barbarian Barrel,Musketeer,Tower Princess
pathOfLegend,20240225T110255.000Z,#VP2V2CQPJ,1,#202GUYUP,0,2,Evol Royal Giant,Evol Archers,Monk,Goblins,Lightning,Fisherman,Electro Spirit,The Log,Tower Princess,2,Evol Knight,Evol Firecracker,Hog Rider,Earthquake,Ice Spirit,Skeletons,Tesla,The Log,Tower Princess
pathOfLegend,20240225T105710.000Z,#202GUYUP,1,#C08PRJ2JQ,0,2,Evol Knight,Evol Firecracker,Hog Rider,Earthquake,Ice Spirit,Skeletons,Tesla,The Log,Tower Princess,2,Evol Skeletons,Evol Ice Spirit,Musketeer,The Log,Cannon,Fireball,Hog Rider,Ice Golem,Tower Princess
pathOfLegend,20240225T101822.000Z,#P0PQYLRRY,1,#202GUYUP,0,1,Evol Knight,Baby Dragon,Tombstone,Graveyard,Tornado,Barbarian Barrel,Ice Wizard,Poison,Cannoneer,2,Evol Knight,Evol Firecracker,Hog Rider,Earthquake,Ice Spirit,Skeletons,Tesla,The Log,Tower Princess
pathOfLegend,20240224T154006.000Z,#PCQUGRYCJ,1,#202GUYUP,0,2,Evol Skeletons,Evol Bomber,The Log,Poison,Little Prince,Royal Hogs,Royal Delivery,Bomb Tower,Cannoneer,2,Evol Skeletons,Evol Bomber,Royal Hogs,Earthquake,Archer Queen,Royal Delivery,Ice Spirit,The Log,Tower Princess
pathOfLegend,20240224T153553.000Z,#8Y088VU8U,1,#202GUYUP,0,2,Evol Bomber,Evol Royal Giant,Giant Skeleton,Goblin Barrel,Mother Witch,Little Prince,Goblin Gang,Arrows,Cannoneer,2,Evol Knight,Evol Firecracker,Hog Rider,Earthquake,Ice Spirit,Skeletons,Tesla,The Log,Tower Princess
pathOfLegend,20240224T152631.000Z,#202GUYUP,1,#C82P0YQLR,0,2,Evol Knight,Evol Firecracker,Hog Rider,Earthquake,Ice Spirit,Skeletons,Tesla,The Log,Tower Princess,2,Evol Wall Breakers,Evol Skeletons,Magic Archer,Valkyrie,Bomb Tower,Miner,Tornado,The Log,Tower Princess
pathOfLegend,20240224T152056.000Z,#202GUYUP,1,#UCPCUQ2V,0,2,Evol Knight,Evol Firecracker,Hog Rider,Earthquake,Ice Spirit,Skeletons,Tesla,The Log,Tower Princess,2,Evol Bomber,Evol Mortar,Knight,Little Prince,The Log,Tornado,Electro Spirit,Fireball,Tower Princess
pathOfLegend,20240224T151624.000Z,#2JGRR2QCL,1,#202GUYUP,0,2,Evol Knight,Evol Bomber,The Log,Tesla,Little Prince,Poison,Ice Spirit,Miner,Cannoneer,2,Evol Skeletons,Evol Firecracker,Hog Rider,Earthquake,Ice Spirit,Mighty Miner,Bomb Tower,The Log,Tower Princess
pathOfLegend,20240224T151215.000Z,#PYL2RRLUQ,2,#202GUYUP,1,2,Evol Skeletons,Evol Bomber,Minions,Miner,Arrows,Inferno Dragon,Lava Hound,Balloon,Tower Princess,2,Evol Skeletons,Evol Firecracker,Hog Rider,Earthquake,Ice Spirit,Mighty Miner,Bomb Tower,The Log,Tower Princess
